year,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1994,7.243,14.493,24.344,36.259,47.273,55.886,61.239,64.409,67.154,68.614,68.023,66.008,63.33,60.384,56.754,51.308,44.794,38.744,33.524,28.299,23.125,18.849,15.467,12.415,9.69,7.472,5.658,4.184,3.085,2.281,1.66,1.243,0.956,0.717,0.46
1995,7.577,14.857,24.275,35.093,44.33,51.749,56.74,58.896,61.073,63.7,65.003,64.162,61.871,59.079,56.251,52.7,47.211,40.552,34.692,29.775,24.943,20.055,16.037,12.932,10.14,7.643,5.584,3.982,2.83,2.058,1.515,1.129,0.847,0.632,0.397
1996,7.825,14.992,24.043,34.372,42.839,48.861,53.863,56.95,58.743,61.08,63.727,64.749,63.155,59.965,56.358,52.775,48.681,42.728,36.037,30.36,25.819,21.353,16.852,13.209,10.399,7.863,5.605,3.827,2.576,1.758,1.238,0.917,0.667,0.478,0.295
1997,7.345,14.136,22.437,31.884,39.897,45.549,49.787,53.488,56.495,58.213,60.162,62.342,62.558,59.978,55.918,51.632,47.748,43.506,37.81,31.545,26.414,22.364,18.379,14.329,11.031,8.488,6.207,4.239,2.806,1.875,1.289,0.953,0.706,0.502,0.305
1998,7.617,15.124,23.902,33.055,40.409,45.565,48.581,50.021,52.124,53.734,53.932,54.712,55.995,55.593,52.667,48.496,44.367,40.638,36.749,31.426,25.682,21.052,17.485,14.02,10.536,7.771,5.692,3.913,2.521,1.608,1.058,0.761,0.564,0.403,0.237
1999,6.834,13.629,22.231,30.868,36.975,41.275,44.099,45.287,46.331,48.346,49.696,49.492,49.775,50.515,49.477,45.996,41.542,37.298,33.783,30.249,25.598,20.619,16.709,13.726,10.776,7.82,5.518,3.839,2.515,1.566,0.975,0.665,0.47,0.335,0.199
2000,4.788,9.797,17.394,26.78,34.054,39.026,42.367,44.01,44.774,45.295,46.693,47.401,46.653,46.645,47.196,46.038,42.471,37.898,33.757,30.313,26.873,22.34,17.629,13.961,11.146,8.432,5.835,3.889,2.58,1.651,1.012,0.653,0.445,0.323,0.209
2001,4.729,9.955,17.65,27.363,35.898,41.151,43.36,44.119,44.461,44.22,43.979,44.714,45.006,44.037,43.574,43.502,41.742,37.805,33.253,29.101,25.645,22.252,18.18,14.089,10.884,8.406,6.102,4.011,2.553,1.644,1.022,0.644,0.417,0.289,0.18
2002,5.635,11.728,20.021,29.442,37.348,42.647,44.156,43.608,43.443,43.406,43.034,42.678,43.196,43.195,41.756,40.504,39.398,36.844,32.808,28.423,24.489,21.143,18.018,14.472,10.944,8.101,5.899,3.994,2.463,1.493,0.924,0.607,0.396,0.26,0.147
2003,6.57,13.359,22.027,31.649,38.768,43.35,45.544,44.837,43.828,43.609,43.436,42.785,41.994,41.833,40.957,38.695,36.591,34.673,31.929,28.159,24.175,20.56,17.557,14.765,11.586,8.428,5.95,4.085,2.61,1.539,0.904,0.601,0.397,0.246,0.122
2004,7.746,15.588,24.582,34.044,40.679,43.666,45.213,45.285,44.174,43.376,43.208,42.966,42.019,40.695,39.694,37.932,35.098,32.424,30.127,27.232,23.548,19.802,16.553,13.854,11.274,8.477,5.938,4.002,2.611,1.604,0.939,0.614,0.406,0.24,0.102
2005,7.747,15.446,24.547,33.782,40.517,44.135,45.771,46.478,46.68,45.868,44.959,44.457,43.552,41.776,39.536,37.57,35.172,31.929,28.978,26.351,23.29,19.714,16.296,13.353,10.809,8.438,6.129,4.132,2.67,1.681,1.029,0.663,0.423,0.251,0.111
2006,8.421,16.321,25.374,34.587,40.395,43.012,44.437,44.808,45.547,46.091,45.303,44.319,43.383,41.847,39.345,36.372,33.884,31.14,27.935,25.009,22.373,19.434,16.228,13.204,10.472,8.059,5.953,4.056,2.549,1.53,0.918,0.604,0.371,0.195,0.031
2007,8.582,16.84,25.628,34.462,40.3,42.172,43.234,43.802,44.452,45.645,46.091,45.152,43.775,42.309,40.146,37.035,33.751,30.954,28.154,25.01,22.069,19.367,16.552,13.581,10.685,8.058,5.877,4.07,2.589,1.53,0.894,0.593,0.373,0.187,0.025
2008,8.633,17.03,26.333,34.747,40.162,42.141,42.559,42.722,43.472,44.532,45.608,45.767,44.318,42.428,40.334,37.535,34.099,30.569,27.654,24.795,21.71,18.805,16.218,13.609,10.82,8.146,5.87,4.042,2.625,1.574,0.907,0.581,0.356,0.17,0.015
2009,8.576,16.702,26.06,35.07,39.905,41.508,42.159,41.783,42.189,43.355,44.356,45.163,44.659,42.589,40.071,37.332,34.169,30.503,26.976,24.045,21.255,18.332,15.645,13.23,10.715,8.101,5.784,3.902,2.493,1.505,0.873,0.559,0.34,0.162,0.013
2010,8.577,16.342,25.251,34.517,40.321,41.64,42.025,41.871,41.648,42.299,43.303,44.078,44.364,43.303,40.729,37.797,34.837,31.477,27.822,24.323,21.375,18.588,15.827,13.258,10.801,8.3,5.955,3.992,2.507,1.497,0.876,0.566,0.343,0.162,0.014
2011,9.297,17.545,26.083,34.827,40.768,42.556,42.032,41.312,41.334,41.627,42.514,43.69,44.278,44.199,42.539,39.323,35.912,32.467,28.814,24.912,21.249,18.165,15.411,12.77,10.262,7.92,5.765,3.874,2.421,1.438,0.852,0.577,0.365,0.176,0.016
2012,9.079,17.886,26.593,34.423,39.674,41.833,42.223,40.943,40.608,41.15,41.516,42.293,42.96,42.947,42.106,39.741,36.129,32.423,28.959,25.394,21.683,18.185,15.311,12.734,10.14,7.655,5.508,3.685,2.258,1.306,0.757,0.528,0.355,0.18,0.018
2013,8.349,16.919,26.172,33.823,37.714,39,39.678,39.307,38.569,38.981,39.919,40.585,41.268,41.691,41.186,39.783,37.017,33.084,29.288,25.732,22.126,18.442,15.153,12.459,9.949,7.481,5.335,3.587,2.232,1.301,0.752,0.514,0.339,0.17,0.014
2014,7.427,15.21,24.329,32.801,36.634,36.798,36.946,37.077,37.328,37.434,38.295,39.536,40.077,40.48,40.346,39.211,37.256,33.999,29.923,26.015,22.386,18.766,15.315,12.284,9.699,7.318,5.195,3.458,2.163,1.286,0.748,0.508,0.329,0.164,0.014
2015,6.86,13.685,22.117,30.755,35.707,35.754,34.754,34.357,35.038,36.085,36.694,37.911,39.047,39.331,39.173,38.382,36.634,34.083,30.601,26.43,22.499,18.87,15.499,12.36,9.535,7.127,5.078,3.364,2.086,1.252,0.742,0.504,0.323,0.157,0.012
2016,6.152,12.171,19.372,27.435,33.108,34.828,34.1,32.901,33.183,34.58,35.959,36.698,37.612,38.355,37.996,37.163,35.757,33.49,30.83,27.414,23.396,19.562,16.195,13.073,10.041,7.281,5.078,3.325,2.005,1.152,0.654,0.435,0.27,0.118,0
2017,5.541,11.129,17.476,24.35,29.908,32.78,33.701,32.777,32.238,33.172,34.871,36.352,36.815,37.35,37.402,36.33,34.841,32.88,30.506,27.858,24.444,20.455,16.883,13.74,10.675,7.697,5.234,3.382,2.031,1.141,0.618,0.396,0.236,0.038,0.025
2018,4.736,9.677,15.434,21.316,25.889,29.072,31.322,32.222,32.075,32.249,33.509,35.312,36.585,36.725,36.602,35.946,34.254,32.27,30.281,28.011,25.272,21.726,17.937,14.525,11.313,8.16,5.464,3.406,1.984,1.082,0.553,0.337,0.194,0.029,0.019
2019,4.315,8.789,14.111,19.567,23.319,25.638,28.125,30.189,31.598,32.02,32.45,33.808,35.509,36.549,36.08,35.282,34.009,31.859,29.886,27.969,25.452,22.396,18.948,15.317,11.841,8.546,5.755,3.565,2.022,1.08,0.54,0.317,0.174,0.022,0.015
2020,4.234,8.543,13.59,18.93,22.664,24.48,26.309,28.603,30.929,32.631,33.054,33.386,34.526,35.887,36.185,34.92,33.398,31.518,29.239,27.139,24.736,21.763,18.716,15.412,11.84,8.475,5.736,3.598,2.045,1.076,0.536,0.314,0.168,0.021,0.014
2021,4.195,8.418,13.241,18.252,21.912,23.726,25.006,26.619,29.145,31.769,33.515,33.856,33.981,34.825,35.516,35.062,33.149,31.092,29.114,26.788,24.266,21.414,18.431,15.436,12.075,8.572,5.734,3.598,2.057,1.074,0.52,0.301,0.161,0.019,0.013
